#idx     perf      run   period           start             end          rel_st      slack c_duration   c_period     wu_lat   cpu       freq dl_runtime  dl_period dl_deadline
   3    11060  1027796  1189969     13904127571     13905317540          742826     151957    1017527    1190000         50     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027842  1189976     13905317550     13906507526         1932805     152735    1017527    1190000         36     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027830  1190003     13906507536     13907697540         3122792     153140    1017527    1190000         50     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027856  1189976     13907697549     13908887526         4312805     153323    1017527    1190000         36     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027830  1190003     13908887536     13910077539         5502791     152505    1017527    1190000         49     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027710  1189984     13910077548     13911267532         6692803     152331    1017527    1190000         41     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027774  1189997     13911267542     13912457538         7882797     152499    1017527    1190000         49     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027786  1190003     13912457548     13913647551         9072803     152116    1017527    1190000         61     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027789  1189978     13913647561     13914837538        10262816     151872    1017527    1190000         48     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027785  1189996     13914837548     13916027544        11452803     152514    1017527    1190000         54     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027805  1189969     13916027554     13917217522        12642809     152438    1017527    1190000         32     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027884  1190013     13917217531     13918407545        13832787     152955    1017527    1190000         55     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027818  1189985     13918407554     13919597539        15022809     153012    1017527    1190000         50     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027844  1189981     13919597549     13920787531        16212805     153135    1017527    1190000         41     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027814  1189998     13920787540     13921977539        17402796     152420    1017527    1190000         49     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027789  1190002     13921977548     13923167550        18592803     152693    1017527    1190000         60     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027761  1189961     13923167560     13924357521        19782815     152674    1017527    1190000         31     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027775  1190020     13924357531     13925547551        20972786     152586    1017527    1190000         61     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027831  1189979     13925547560     13926737539        22162816     152464    1017527    1190000         49     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027754  1189996     13926737548     13927927545        23352804     152410    1017527    1190000         55     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027769  1189984     13927927555     13929117539        24542810     152656    1017527    1190000         49     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027833  1190004     13929117548     13930307552        25732804     152827    1017527    1190000         62     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027841  1189979     13930307561     13931497540        26922817     152663    1017527    1190000         50     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027810  1189936     13931497590     13932687526        28112845     152969    1017527    1190000         36     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027761  1190004     13932687536     13933877540        29302791     152426    1017527    1190000         50     6    1400000 1071082000 1190000000 1190000000
   3    11060  1027779  1190005     13933877549     13935067554        30492804     152616    1017527    1190000         65     6    1400000 1071082000 1190000000 1190000000
