num_tasks	util	tset_idx	idx	filename	perf	c_duration	c_period	dl_runtime	dl_period	dl_deadline	cpu	freq	count	misses	miss_ratio	minslack	maxslack	migrations	tot_duration
6	1.0	0	0	out-results/apedfwf/schedutil/ts_n06_i00_u1.0000.rt-app.d/rt-app-task00-0.log	3710	341366	1150000	359333	1150000	1150000	4	0.5	51	0	0.0	168286	172542	0	58649861
6	1.0	0	1	out-results/apedfwf/schedutil/ts_n06_i00_u1.0000.rt-app.d/rt-app-task01-1.log	256	23614	100000	25614	100000	100000	5	0.5	590	0	0.0	22088	38222	0	58999528
6	1.0	0	2	out-results/apedfwf/schedutil/ts_n06_i00_u1.0000.rt-app.d/rt-app-task02-2.log	357	32873	910000	34873	910000	910000	7	0.5	65	0	0.0	590338	815726	0	58934931
6	1.0	0	3	out-results/apedfwf/schedutil/ts_n06_i00_u1.0000.rt-app.d/rt-app-task03-3.log	436	40169	540000	42284	540000	540000	7	0.5	109	0	0.0	315561	424868	0	58760298
6	1.0	0	4	out-results/apedfwf/schedutil/ts_n06_i00_u1.0000.rt-app.d/rt-app-task04-4.log	375	34535	320000	36535	320000	320000	7	0.5	184	0	0.0	210731	221045	0	58879822
6	1.0	0	5	out-results/apedfwf/schedutil/ts_n06_i00_u1.0000.rt-app.d/rt-app-task05-5.log	239	22072	120000	24072	120000	120000	6	0.5	491	0	0.0	46568	58578	0	58919889
6	1.0	1	0	out-results/apedfwf/schedutil/ts_n06_i01_u1.0000.rt-app.d/rt-app-task00-0.log	48	4492	320000	6492	320000	320000	5	0.7	184	0	0.0	130050	310652	0	58996085
6	1.0	1	1	out-results/apedfwf/schedutil/ts_n06_i01_u1.0000.rt-app.d/rt-app-task01-1.log	417	38376	100000	40396	100000	100000	4	0.7	590	0	0.0	19292	21660	0	58999804
6	1.0	1	2	out-results/apedfwf/schedutil/ts_n06_i01_u1.0000.rt-app.d/rt-app-task02-2.log	976	89810	1180000	94537	1180000	1180000	7	0.7	50	0	0.0	993327	996727	0	58999573
6	1.0	1	3	out-results/apedfwf/schedutil/ts_n06_i01_u1.0000.rt-app.d/rt-app-task03-3.log	199	18345	400000	20345	400000	400000	6	0.7	147	0	0.0	361659	362321	0	58799835
6	1.0	1	4	out-results/apedfwf/schedutil/ts_n06_i01_u1.0000.rt-app.d/rt-app-task04-4.log	3568	328347	910000	345629	910000	910000	5	0.7	64	0	0.0	119676	164468	0	58239502
6	1.0	1	5	out-results/apedfwf/schedutil/ts_n06_i01_u1.0000.rt-app.d/rt-app-task05-5.log	175	16190	280000	18190	280000	280000	5	0.7	210	0	0.0	189303	246794	0	58799706
6	1.0	2	0	out-results/apedfwf/schedutil/ts_n06_i02_u1.0000.rt-app.d/rt-app-task00-0.log	1366	125707	610000	132324	610000	610000	5	0.6	96	0	0.0	149943	310286	0	58524468
6	1.0	2	1	out-results/apedfwf/schedutil/ts_n06_i02_u1.0000.rt-app.d/rt-app-task01-1.log	804	74030	660000	77927	660000	660000	5	0.6	89	0	0.0	140090	483444	0	58533798
6	1.0	2	2	out-results/apedfwf/schedutil/ts_n06_i02_u1.0000.rt-app.d/rt-app-task02-2.log	158	14581	460000	16581	460000	460000	5	0.6	128	0	0.0	168560	425071	0	58879875
