num_tasks	util	tset_idx	freq	count	misses	miss_ratio	minslack	maxslack	migrations
6	1.0	0	0	1490	0	0.0	22088	815726	0
6	1.0	1	0	1245	0	0.0	19292	996727	0
6	1.0	2	0	1636	0	0.0	31290	483444	0
6	1.0	3	0	1526	6	0.003931847968545216	-1444	792621	0
6	1.0	4	0	1045	0	0.0	69371	615381	0
6	1.0	5	0	1038	0	0.0	57199	1113117	0
6	1.0	6	0	1348	7	0.0051928783382789315	-2923	641831	0
6	1.0	7	0	1521	0	0.0	28343	497972	0
6	1.0	8	0	965	4	0.004145077720207254	-126	872972	0
6	1.0	9	0	1829	0	0.0	23627	271915	0
6	1.15	0	0	1490	0	0.0	23856	818992	0
6	1.15	1	0	1245	25	0.020080321285140562	-1186	785641	0
6	1.15	2	0	1636	0	0.0	23744	410934	0
6	1.15	3	0	1526	13	0.00851900393184797	-94	785531	0
6	1.15	4	0	1045	34	0.03253588516746411	-1843	629291	0
6	1.15	5	0	1038	5	0.004816955684007707	-86	1132687	0
6	1.15	6	0	1348	81	0.06008902077151335	-504	642001	0
6	1.15	7	0	1520	0	0.0	44569	613278	0
6	1.15	8	0	965	0	0.0	69960	871485	0
6	1.15	9	0	1829	0	0.0	35839	306685	0
6	1.3	0	0	1490	0	0.0	19578	821960	0
6	1.3	1	0	1244	2	0.001607717041800643	-83	724723	0
6	1.3	2	0	1636	1	0.0006112469437652812	-88	486150	0
6	1.3	3	0	1526	0	0.0	9052	780578	0
6	1.3	4	0	1045	50	0.04784688995215311	-34931	618586	0
6	1.3	5	0	1038	24	0.023121387283236993	-82089	1112245	0
6	1.3	6	0	1348	29	0.021513353115727003	-8088	635755	0
6	1.3	7	0	1520	0	0.0	28099	486929	0
6	1.3	8	0	966	0	0.0	55508	864712	0
6	1.3	9	0	1312	0	0.0	61981	406993	0
6	1.45	0	0	1489	0	0.0	18238	824116	0
6	1.45	1	0	1245	9	0.007228915662650603	-8990	668062	0
6	1.45	2	0	1636	96	0.05867970660146699	-80949	456333	0
6	1.45	3	0	1527	2	0.0013097576948264572	-53033	780149	0
6	1.45	4	0	1045	34	0.03253588516746411	-92	615506	0
6	1.45	5	0	1038	0	0.0	56567	1116291	0
6	1.45	6	0	1349	8	0.005930318754633061	-101677	637043	0
6	1.45	7	0	1521	0	0.0	46562	657903	0
6	1.45	8	0	965	1	0.0010362694300518134	-80	864332	0
6	1.45	9	0	1312	0	0.0	60929	404352	0
6	1.6	0	0	1490	0	0.0	17279	815078	0
6	1.6	1	0	1245	0	0.0	36780	611104	0
6	1.6	2	0	1636	0	0.0	18935	420937	0
6	1.6	3	0	1527	0	0.0	14336	775762	0
6	1.6	4	0	1045	3	0.0028708133971291866	-81	613138	0
6	1.6	5	0	1038	0	0.0	48956	1110285	0
6	1.6	6	0	1348	7	0.0051928783382789315	-450	632721	0
6	1.6	7	0	1521	36	0.023668639053254437	-38051	557039	0
6	1.6	8	0	965	0	0.0	60469	858560	0
6	1.6	9	0	1312	0	0.0	80904	406114	0
6	1.75	0	0	1489	2	0.001343183344526528	-1640	580087	0
6	1.75	1	0	1245	37	0.02971887550200803	-1045	561836	0
6	1.75	2	0	1636	0	0.0	15157	453419	0
6	1.75	3	0	1527	0	0.0	12781	771273	0
6	1.75	4	0	1045	0	0.0	64357	612616	0
6	1.75	5	0	1038	0	0.0	40855	1095950	0
6	1.75	6	0	1348	1	0.000741839762611276	-106	623180	0
6	1.75	7	0	1521	0	0.0	26952	579642	0
6	1.75	8	0	965	0	0.0	51170	858934	0
6	1.75	9	0	1311	0	0.0	37861	402368	0
