#idx     perf      run   period           start             end          rel_st      slack c_duration   c_period     wu_lat   cpu       freq dl_runtime  dl_period dl_deadline
   3    11305  1050657  1132138     29382602473     29383734611         2046716    -235279    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050583  1285473     29383734621     29385020094         3178864    -330762    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050600  1205560     29385020104     29386225664         4464347    -346332    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050574  1132831     29386225673     29387358504         5669916    -289172    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050549  1285258     29387358513     29388643771         6802757    -384439    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050602  1133232     29388643780     29389777012         8088023    -327680    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050590  1133118     29389777021     29390910139         9221265    -270807    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050557  1060886     29390910149     29391971034        10354392    -141702    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050560  1060934     29391971043     29393031978        11415287     -12645    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050605  1278380     29393031986     29394310366        12476230    -101034    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050581  1286003     29394310375     29395596378        13754618    -197046    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050559  1286029     29395596386     29396882415        15040630    -293083    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050562  1060761     29396882424     29397943186        16326668    -163854    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050540  1060505     29397943194     29399003699        17387438     -34367    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050565  1155669     29399003708     29400159377        18447952      95089    1040122    1190000         44     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050604  1190005     29400159386     29401349391        19603630     129782    1040122    1190000         58     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050674  1189964     29401349401     29402539365        20793645     130202    1040122    1190000         32     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050704  1189995     29402539374     29403729370        21983618     130086    1040122    1190000         37     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050672  1189987     29403729379     29404919366        23173622     130163    1040122    1190000         33     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050704  1190000     29404919375     29406109375        24363618     130053    1040122    1190000         42     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050672  1394670     29406109385     29407504055        25553628     130219    1040122    1190000     204722     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050685  1059751     29407504064     29408563815        26948308     -74483    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050610  1664285     29408563824     29410228109        28008068    -548777    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050542  1359989     29410228161     29411588150        29672405    -718818    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050549  1364270     29411588159     29412952429        31032403    -893097    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050551  1364123     29412952438     29414316560        32396681   -1067228    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050547  1668214     29414316569     29415984783        33760812   -1545451    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050560  1664343     29415984792     29417649134        35429035   -2019802    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050546  1364197     29417649143     29419013340        37093387   -2194008    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050547  1664180     29419013348     29420677529        38457592   -2668197    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050564  1663284     29420677537     29422340821        40121781   -3141489    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050560  1364338     29422340830     29423705167        41785073   -3315835    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050569  1664496     29423705176     29425369672        43149419   -3790340    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050563  1664166     29425369680     29427033847        44813924   -4264514    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050564  1364346     29427033855     29428398201        46478099   -4438869    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050541  1663947     29428398210     29430062157        47842453   -4912825    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050569  1664400     29430062166     29431726566        49506410   -5387234    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050546  1363908     29431726575     29433090483        51170818   -5561151    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050575  1664605     29433090492     29434755097        52534735   -6035765    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050555  1663988     29434755105     29436419094        54199349   -6509762    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050567  1364366     29436419103     29437783469        55863346   -6684137    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050544  1664048     29437783477     29439447525        57227721   -7158193    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050562  1664581     29439447534     29441112115        58891777   -7632783    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
