#idx     perf      run   period           start             end          rel_st      slack c_duration   c_period     wu_lat   cpu       freq dl_runtime  dl_period dl_deadline
   3    11305  1050723  1510349     38490983255     38492493604         1748789    -320431    1040122    1190000          0     6    1400000 1094866000 1190000000 1190000000
   3    11305  1050591  1196451     38492493614     38493690064         3259148    -326892    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050531  1788654     38493690074     38495478728         4455608    -925555    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050732  1059796     38495478737     38496538533         6244272    -795361    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050670  1059648     38496538542     38497598190         7304077    -665018    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050671  1132836     38497598200     38498731036         8363734    -607863    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050675  1133352     38498731045     38499864397         9496579    -551224    1040122    1190000          0     6    1400000 1094866000 1190000000 1190000000
   3    11305  1050647  1059773     38499864406     38500924179        10629940    -421007    1040122    1190000          0     6    1400000 1094866000 1190000000 1190000000
   3    11305  1050689  1132064     38500924188     38502056252        11689723    -363080    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050752  1059794     38502056261     38503116055        12821796    -232883    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050679  1060175     38503116064     38504176239        13881599    -103067    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050661  1166046     38504176248     38505342294        14941783     -79122    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050581  1453132     38505342303     38506795435        16107838    -342263    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050561  1060280     38506795444     38507855724        17560979    -212552    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050590  1060690     38507855733     38508916423        18621267     -83251    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050616  1106782     38508916432     38510023214        19681967      40436    1040122    1190000         41     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050786  1421935     38510128088     38511550023        20893622    -336850    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050619  1286395     38511550032     38512836427        22315566    -433254    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050596  1060661     38512836436     38513897097        23601970    -303925    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050570  1092742     38513897106     38514989847        24662640    -206675    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050714  1469225     38514989857     38516459082        25755391    -485910    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050679  1064319     38516459091     38517523410        27224626    -360237    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050621  1709023     38517523419     38519232442        28288953    -879270    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050628  1562866     38519232488     38520795355        29998023   -1252182    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1051028  1294859     38520795364     38522090223        31560898   -1357050    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050577  1060570     38522090232     38523150802        32855766   -1227630    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050581  1326848     38523150811     38524477659        33916346   -1364486    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050589  1060671     38524477668     38525538339        35243202   -1235166    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050571  1060502     38525538348     38526598850        36303882   -1105677    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050800  1166611     38526598859     38527765470        37364393   -1082297    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050634  1527891     38527765479     38529293370        38531013   -1420198    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050597  1060633     38529293379     38530354012        40058913   -1290839    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050584  1060563     38530354021     38531414583        41119555   -1161411    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050579  1060480     38531414592     38532475072        42180126   -1031899    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050609  1232260     38532475081     38533707341        43240615   -1074169    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050585  1060955     38533707350     38534768305        44472884    -945132    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050592  1060494     38534768314     38535828808        45533848    -815636    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050576  1060506     38535828817     38536889323        46594351    -686151    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050568  1122772     38536889332     38538012104        47654867    -618932    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050603  1096325     38538012113     38539108438        48777648    -525266    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050585  1082662     38539108448     38540191110        49873982    -417938    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050596  1361649     38540191119     38541552768        50956653    -589595    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050612  1292117     38541552777     38542844894        52318311    -691721    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050581  1364504     38542844903     38544209407        53610437    -866235    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050585  1060599     38544209416     38545270015        54974950    -736842    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050584  1060617     38545270023     38546330640        56035558    -607467    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050719  1181762     38546330649     38547512411        57096183    -599239    1040122    1190000          0     5    1400000 1094866000 1190000000 1190000000
   3    11305  1050778  1059854     38547512457     38548572311        58277991    -469138    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050726  1059326     38548572320     38549631646        59337854    -338474    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050680  1059337     38549631655     38550690992        60397190    -207820    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050872  1071517     38550691001     38551762518        61456535     -89346    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050674  1295646     38551762527     38553058173        62528061    -195000    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050708  1059647     38553058182     38554117828        63823716     -64656    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050724  1162978     38554117837     38555280815        64883372     -37643    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050671  1152399     38555280825     38556433224        66046359      62534    1040122    1190000         50     4    1400000 1094866000 1190000000 1190000000
   3    11305  1051062  1468204     38556433233     38557901437        67198767    -278265    1040122    1190000          0     4    1400000 1094866000 1190000000 1190000000
   3    11305  1050705  1555835     38557901446     38559457282        68666981    -644109    1040122    1190000          0     6    1400000 1094866000 1190000000 1190000000
   3    11305  1050670  1089892     38559457290     38560547182        70222825    -544010    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050662  1059337     38560547191     38561606529        71312726    -413356    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
   3    11305  1050683  1059591     38561606537     38562666128        72372072    -282956    1040122    1190000          0     7    1400000 1094866000 1190000000 1190000000
