num_tasks	util	tset_idx	idx	filename	perf	c_duration	c_period	dl_runtime	dl_period	dl_deadline	cpu	freq	count	misses	miss_ratio	minslack	maxslack	migrations	tot_duration
6	1.15	3	1	out-results/global/performance/ts_n06_i03_u1.1500.rt-app.d/rt-app-task01-1.log	223	20570	220000	22570	220000	220000	6	1.4	268	0	0.0	198775	198939	0	58959962
6	1.15	3	2	out-results/global/performance/ts_n06_i03_u1.1500.rt-app.d/rt-app-task02-2.log	3297	303338	580000	319304	580000	580000	5	1.4	101	0	0.0	246184	271410	75	58554920
6	1.15	3	3	out-results/global/performance/ts_n06_i03_u1.1500.rt-app.d/rt-app-task03-3.log	235	21665	820000	23665	820000	820000	5	1.4	71	0	0.0	697767	797835	26	58219966
6	1.15	3	4	out-results/global/performance/ts_n06_i03_u1.1500.rt-app.d/rt-app-task04-4.log	139	12861	120000	14861	120000	120000	4	1.4	491	0	0.0	106650	106814	0	58919947
6	1.15	3	5	out-results/global/performance/ts_n06_i03_u1.1500.rt-app.d/rt-app-task05-5.log	449	41376	220000	43554	220000	220000	7	1.4	268	0	0.0	177564	177797	0	58959970
6	1.15	4	0	out-results/global/performance/ts_n06_i04_u1.1500.rt-app.d/rt-app-task00-0.log	414	38102	350000	40108	350000	350000	7	1.4	168	0	0.0	310815	311145	0	58799948
6	1.15	4	1	out-results/global/performance/ts_n06_i04_u1.1500.rt-app.d/rt-app-task01-1.log	275	25370	660000	27370	660000	660000	5	1.4	89	0	0.0	513828	634071	40	58619781
6	1.15	4	2	out-results/global/performance/ts_n06_i04_u1.1500.rt-app.d/rt-app-task02-2.log	311	28612	620000	30612	620000	620000	4	1.4	95	0	0.0	470505	590779	52	58899960
6	1.15	4	3	out-results/global/performance/ts_n06_i04_u1.1500.rt-app.d/rt-app-task03-3.log	1279	117758	260000	123956	260000	260000	4	1.4	226	0	0.0	139780	140235	0	58759934
6	1.15	4	4	out-results/global/performance/ts_n06_i04_u1.1500.rt-app.d/rt-app-task04-4.log	425	39144	170000	41205	170000	170000	6	1.4	347	0	0.0	129835	130075	0	58989945
6	1.15	4	5	out-results/global/performance/ts_n06_i04_u1.1500.rt-app.d/rt-app-task05-5.log	1140	104934	490000	110457	490000	490000	5	1.4	120	0	0.0	382826	383272	0	58799960
6	1.15	5	0	out-results/global/performance/ts_n06_i05_u1.1500.rt-app.d/rt-app-task00-0.log	6485	596628	1080000	628030	1080000	1080000	5	1.4	54	0	0.0	362754	473310	16	58209534
6	1.15	5	1	out-results/global/performance/ts_n06_i05_u1.1500.rt-app.d/rt-app-task01-1.log	1176	108245	690000	113943	690000	690000	5	1.4	85	0	0.0	554621	579879	39	58649928
6	1.15	5	2	out-results/global/performance/ts_n06_i05_u1.1500.rt-app.d/rt-app-task02-2.log	405	37305	290000	39305	290000	290000	6	1.4	203	0	0.0	251596	251951	0	58869945
6	1.15	5	3	out-results/global/performance/ts_n06_i05_u1.1500.rt-app.d/rt-app-task03-3.log	470	43305	1190000	45585	1190000	1190000	4	1.4	49	0	0.0	1035216	1145852	18	58199518
6	1.15	5	4	out-results/global/performance/ts_n06_i05_u1.1500.rt-app.d/rt-app-task04-4.log	90	8292	260000	10292	260000	260000	7	1.4	226	0	0.0	251299	251455	0	58759953
6	1.15	5	5	out-results/global/performance/ts_n06_i05_u1.1500.rt-app.d/rt-app-task05-5.log	267	24590	140000	26590	140000	140000	4	1.4	421	0	0.0	114710	114882	0	58939971
6	1.15	6	0	out-results/global/performance/ts_n06_i06_u1.1500.rt-app.d/rt-app-task00-0.log	61	5645	150000	7645	150000	150000	6	1.4	393	0	0.0	143996	144139	0	58949976
6	1.15	6	1	out-results/global/performance/ts_n06_i06_u1.1500.rt-app.d/rt-app-task01-1.log	273	25196	670000	27196	670000	670000	7	1.4	88	0	0.0	613026	644273	30	58928815
6	1.15	6	2	out-results/global/performance/ts_n06_i06_u1.1500.rt-app.d/rt-app-task02-2.log	329	30355	410000	32355	410000	410000	7	1.4	143	0	0.0	378796	379020	0	58629961
6	1.15	6	3	out-results/global/performance/ts_n06_i06_u1.1500.rt-app.d/rt-app-task03-3.log	309	28476	150000	30476	150000	150000	5	1.4	393	0	0.0	120761	120924	0	58949954
6	1.15	6	4	out-results/global/performance/ts_n06_i06_u1.1500.rt-app.d/rt-app-task04-4.log	262	24147	520000	26147	520000	520000	4	1.4	113	0	0.0	305257	495341	37	58759963
6	1.15	6	5	out-results/global/performance/ts_n06_i06_u1.1500.rt-app.d/rt-app-task05-5.log	2024	186237	270000	196039	270000	270000	4	1.4	218	0	0.0	70352	80613	0	58859935
6	1.15	7	0	out-results/global/performance/ts_n06_i07_u1.1500.rt-app.d/rt-app-task00-0.log	331	30452	300000	32452	300000	300000	4	1.4	196	0	0.0	266451	268919	10	58799976
