num_tasks	util	tset_idx	freq	count	misses	miss_ratio	minslack	maxslack	migrations
6	1.0	0	0	1489	0	0.0	27031	867222	114
6	1.0	1	0	1245	0	0.0	16885	1081308	88
6	1.0	2	0	1636	0	0.0	19647	554086	156
6	1.0	3	0	1526	0	0.0	24127	793393	111
6	1.0	4	0	1045	0	0.0	62391	631605	139
6	1.0	5	0	1038	0	0.0	57115	1141117	83
6	1.0	6	0	1348	2	0.001483679525222552	-83	646149	57
6	1.0	7	0	1521	0	0.0	28639	792265	171
6	1.0	8	0	965	0	0.0	46775	891049	133
6	1.0	9	0	1829	0	0.0	24090	392146	194
6	1.15	0	0	1489	0	0.0	32301	864642	110
6	1.15	1	0	1245	1	0.0008032128514056225	-68	786173	103
6	1.15	2	0	1636	0	0.0	24338	549659	149
6	1.15	3	0	1526	0	0.0	99057	797825	151
6	1.15	4	0	1045	4	0.003827751196172249	-86	629685	109
6	1.15	5	0	1038	3	0.002890173410404624	-98	1145861	92
6	1.15	6	0	1348	0	0.0	26489	637223	61
6	1.15	7	0	1521	0	0.0	45135	784197	164
6	1.15	8	0	965	0	0.0	74846	888799	143
6	1.15	9	0	1829	0	0.0	36522	393437	206
6	1.3	0	0	1489	0	0.0	19898	854064	94
6	1.3	1	0	1245	3	0.0024096385542168677	-694	733001	107
6	1.3	2	0	1636	0	0.0	15484	554293	104
6	1.3	3	0	1526	0	0.0	9635	792766	89
6	1.3	4	0	1045	11	0.010526315789473684	-84	630439	86
6	1.3	5	0	1038	0	0.0	84416	1140094	107
6	1.3	6	0	1349	13	0.009636767976278725	-122	640629	79
6	1.3	7	0	1522	0	0.0	28346	776933	174
6	1.3	8	0	965	0	0.0	52545	884508	162
6	1.3	9	0	1312	0	0.0	79112	407675	195
6	1.45	0	0	1489	0	0.0	13102	861006	98
6	1.45	1	0	1245	0	0.0	47940	679676	91
6	1.45	2	0	1636	1	0.0006112469437652812	-2203	550534	127
6	1.45	3	0	1526	0	0.0	18061	791540	87
6	1.45	4	0	1045	8	0.007655502392344498	-1166	626833	96
6	1.45	5	0	1038	0	0.0	59431	1134366	89
6	1.45	6	0	1348	0	0.0	52028	637000	68
6	1.45	7	0	1521	0	0.0	35380	759269	188
6	1.45	8	0	965	0	0.0	55488	880248	137
6	1.45	9	0	1312	0	0.0	90432	407143	185
6	1.6	0	0	1489	0	0.0	19484	855919	84
6	1.6	1	0	1245	2	0.001606425702811245	-1025	626306	112
6	1.6	2	0	1636	0	0.0	21251	539295	129
6	1.6	3	0	1527	0	0.0	15428	788416	121
6	1.6	4	0	1045	0	0.0	52934	623201	123
6	1.6	5	0	1038	0	0.0	54380	1128638	78
6	1.6	6	0	1349	0	0.0	27948	633433	72
6	1.6	7	0	1521	0	0.0	36074	774731	172
6	1.6	8	0	966	0	0.0	7559	876141	173
6	1.6	9	0	1311	0	0.0	66748	406657	212
6	1.75	0	0	1489	0	0.0	14146	850873	102
6	1.75	1	0	1245	0	0.0	46422	573044	108
6	1.75	2	0	1636	1	0.0006112469437652812	-68	528080	134
6	1.75	3	0	1527	0	0.0	13199	785198	116
6	1.75	4	0	1045	0	0.0	47811	619609	120
6	1.75	5	0	1038	0	0.0	55136	1122906	80
6	1.75	6	0	1348	0	0.0	42474	629892	82
6	1.75	7	0	1521	1	0.0006574621959237344	-203	757067	193
