#idx     perf      run   period           start             end          rel_st      slack c_duration   c_period     wu_lat   cpu       freq dl_runtime  dl_period dl_deadline
   3    10978  1020270  1189959     37615182618     37616372577         1848047      91772    1009996    1190000         49     7    1400000 1063154000 1190000000 1190000000
   3    10978  1020135  1386807     37616372587     37617759393         3038015    -196866    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020132  1057658     37617759403     37618817061         4424831     -64534    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020098  1125519     37618817070     37619942589         5482498      96715    1009996    1190000         61     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020183  1198042     37619942599     37621140641         6608027      -8113    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020135  1232803     37621140650     37622373452         7806078     152515    1009996    1190000      50924     7    1400000 1063154000 1190000000 1190000000
   3    10978  1020112  1794607     37622373461     37624168068         9038890     111102    1009996    1190000     655539     7    1400000 1063154000 1190000000 1190000000
   3    10978  1020135  1029295     37624168078     37625197373        10833507    -494846    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020106  1028795     37625197382     37626226177        11862810    -333650    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020119  1028911     37626226186     37627255097        12891614    -172570    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020183  1075858     37627255106     37628330964        13920534     -58437    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020196  1131658     37628330974     37629462632        14996402      85443    1009996    1190000        103     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020552  1255595     37629462643     37630718238        16128071     -65711    1009996    1190000          0     6    1200000 1063154000 1190000000 1190000000
   3    10978  1020182  1275577     37630718247     37631993824        17383675    -151297    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020173  1038745     37631993834     37633032579        18659262       8946    1009996    1190000         50     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020208  1275873     37633032588     37634308461        19698016     -85934    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020165  1104109     37634308470     37635412579        20973898      74622    1009996    1190000         51     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020292  1189999     37635412588     37636602587        22078016     135371    1009996    1190000         59     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020218  1149969     37636642608     37637792578        23308037     120332    1009996    1190000         50     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020185  1190047     37637792587     37638982635        24458015      24030    1009996    1190000        105     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020546  1291008     37638982646     37640273654        25648074     123654    1009996    1190000     101126     6    1200000 1063154000 1190000000 1190000000
   3    10978  1020230  1329055     37640273663     37641602718        26939092    -240191    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020112  1028751     37641602727     37642631478        28268156     -78951    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020131  1268433     37642631527     37643899960        29296955    -157433    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020118  1032602     37643899969     37644932571        30565397       3472    1009996    1190000         40     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020863  1369457     37644932582     37646302039        31598010     130292    1009996    1190000     179510     5    1400000 1063154000 1190000000 1190000000
   3    10978  1020111  1029112     37646302048     37647331160        32967476     -18632    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020125  1205128     37647331169     37648536297        33996597     -33770    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020098  1156277     37648536306     37649692583        35201735     126192    1009996    1190000         55     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020297  1316981     37649692593     37651009574        36358021    -127046    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020144  1516962     37651009583     37652526545        37675011    -454018    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020108  1037230     37652526554     37653563784        39191982    -301257    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020333  1029132     37653563793     37654592925        40229221    -140398    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020210  1051827     37654592934     37655644761        41258362      -2234    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020318  1187809     37655644770     37656832578        42310198      66424    1009996    1190000         50     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020262  1224410     37656832588     37658056998        43498016     -34471    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020140  1155601     37658057007     37659212608        44722435     126698    1009996    1190000         79     4    1400000 1063154000 1190000000 1190000000
   3    10978  1021283  1189985     37659212622     37660402607        45878050     157668    1009996    1190000         79     7    1100000 1063154000 1190000000 1190000000
   3    10978  1020492  1189981     37660402640     37661592621        47068069     160468    1009996    1190000         92     4    1200000 1063154000 1190000000 1190000000
   3    10978  1020831  1837959     37661592632     37663430592        48258061     160107    1009996    1190000     648063     6    1100000 1063154000 1190000000 1190000000
   3    10978  1020176  1029580     37663430601     37664460181        50096029    -487654    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020173  1029531     37664460190     37665489722        51125619    -327194    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020197  1084256     37665489731     37666573987        52155159    -221460    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020165  1029362     37666573996     37667603358        53239425     -60831    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020201  1129211     37667603367     37668732578        54268795      99201    1009996    1190000         50     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020190  1190072     37668732588     37669922660        55398016     160494    1009996    1190000        129     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020582  1189907     37669922671     37671112578        56588099     159682    1009996    1190000         50     4    1200000 1063154000 1190000000 1190000000
   3    10978  1020197  1190022     37671112624     37672302646        57778053     160433    1009996    1190000        117     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020643  1242163     37672302658     37673544821        58968087     137176    1009996    1190000      52293     4    1200000 1063154000 1190000000 1190000000
   3    10978  1020239  1137797     37673544830     37674682627        60210258     109108    1009996    1190000         98     7    1400000 1063154000 1190000000 1190000000
   3    10978  1020507  1189966     37674682637     37675872603        61348065     114047    1009996    1190000         74     6    1300000 1063154000 1190000000 1190000000
   3    10978  1020399  1189991     37675872614     37677062605        62538042      91985    1009996    1190000         76     7    1300000 1063154000 1190000000 1190000000
   3    10978  1020199  1215430     37677086328     37678301758        63751757     -49231    1009996    1190000          0     7    1400000 1063154000 1190000000 1190000000
   3    10978  1020164  1140820     37678301767     37679442587        64967196     111298    1009996    1190000         58     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020194  1189981     37679442597     37680632578        66108025     136876    1009996    1190000         49     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020205  1209846     37680632587     37681842432        67298015     -19905    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020185  1170137     37681842442     37683012579        68507870     140401    1009996    1190000         51     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020284  1190014     37683012588     37684202602        69678017     133966    1009996    1190000         73     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020300  1179042     37684302590     37685481632        70968018     -89105    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020269  1100975     37685481642     37686582617        72147070      48810    1009996    1190000         88     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020617  1189965     37686582627     37687772592        73248056     113809    1009996    1190000         64     6    1200000 1063154000 1190000000 1190000000
   3    10978  1020288  1189988     37687772601     37688962589        74438030      69187    1009996    1190000         61     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020249  1202952     37688962598     37690165550        75628027     -13023    1009996    1190000          0     6    1400000 1063154000 1190000000 1190000000
   3    10978  1020046  1177030     37690165560     37691342590        76830988      90984    1009996    1190000         61     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020456  1189977     37691342599     37692532576        78008027     159067    1009996    1190000         48     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020233  1190010     37692532585     37693722594        79198013      92061    1009996    1190000         66     5    1400000 1063154000 1190000000 1190000000
   3    10978  1020159  1183449     37693729145     37694912594        80394574     154347    1009996    1190000         66     7    1400000 1063154000 1190000000 1190000000
   3    10978  1020811  1189998     37694912626     37696102624        81578054      92224    1009996    1190000         95     4    1100000 1063154000 1190000000 1190000000
   3    10978  1020614  1436045     37696102635     37697538680        82768063      68570    1009996    1190000     246152     6    1200000 1063154000 1190000000 1190000000
   3    10978  1020118  1029041     37697538689     37698567729        84204117     -85202    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020130  1185271     37698567773     37699753045        85233202     -80518    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020095  1124764     37699753054     37700877818        86418482     -15291    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020240  1249786     37700877827     37702127613        87543255     -75086    1009996    1190000          0     4    1400000 1063154000 1190000000 1190000000
   3    10978  1020122  1114967     37702127622     37703242589        88793051      85987    1009996    1190000         61     4    1400000 1063154000 1190000000 1190000000
