num_tasks	util	tset_idx	idx	filename	perf	c_duration	c_period	dl_runtime	dl_period	dl_deadline	cpu	freq	count	misses	miss_ratio	minslack	maxslack	migrations	tot_duration
6	1.0	0	0	out-results/apedf/performance/ts_n06_i00_u1.0000.rt-app.d/rt-app-task00-0.log	3710	341366	1150000	359333	1150000	1150000	5	1.4	51	0	0.0	801747	802833	0	58649972
6	1.0	0	1	out-results/apedf/performance/ts_n06_i00_u1.0000.rt-app.d/rt-app-task01-1.log	256	23614	100000	25614	100000	100000	4	1.4	590	2	0.003389830508474576	-62	75895	0	58999968
6	1.0	0	2	out-results/apedf/performance/ts_n06_i00_u1.0000.rt-app.d/rt-app-task02-2.log	357	32873	910000	34873	910000	910000	4	1.4	65	0	0.0	682412	876372	0	58980139
6	1.0	0	3	out-results/apedf/performance/ts_n06_i00_u1.0000.rt-app.d/rt-app-task03-3.log	436	40169	540000	42284	540000	540000	4	1.4	109	1	0.009174311926605505	-4197	499042	0	58777880
6	1.0	0	4	out-results/apedf/performance/ts_n06_i00_u1.0000.rt-app.d/rt-app-task04-4.log	375	34535	320000	36535	320000	320000	4	1.4	184	0	0.0	237799	284766	0	58833104
6	1.0	0	5	out-results/apedf/performance/ts_n06_i00_u1.0000.rt-app.d/rt-app-task05-5.log	239	22072	120000	24072	120000	120000	4	1.4	491	2	0.004073319755600814	-18948	97448	0	58907244
6	1.0	1	0	out-results/apedf/performance/ts_n06_i01_u1.0000.rt-app.d/rt-app-task00-0.log	48	4492	320000	6492	320000	320000	4	1.4	184	0	0.0	298629	315302	0	58863319
6	1.0	1	1	out-results/apedf/performance/ts_n06_i01_u1.0000.rt-app.d/rt-app-task01-1.log	417	38376	100000	40396	100000	100000	5	1.4	590	0	0.0	59390	60883	0	58999967
6	1.0	1	2	out-results/apedf/performance/ts_n06_i01_u1.0000.rt-app.d/rt-app-task02-2.log	976	89810	1180000	94537	1180000	1180000	4	1.4	50	0	0.0	674428	1088578	0	58604640
6	1.0	1	3	out-results/apedf/performance/ts_n06_i01_u1.0000.rt-app.d/rt-app-task03-3.log	199	18345	400000	20345	400000	400000	4	1.4	147	0	0.0	359890	381217	0	58795280
6	1.0	1	4	out-results/apedf/performance/ts_n06_i01_u1.0000.rt-app.d/rt-app-task04-4.log	3568	328347	910000	345629	910000	910000	4	1.4	64	0	0.0	512492	554838	0	58221135
6	1.0	1	5	out-results/apedf/performance/ts_n06_i01_u1.0000.rt-app.d/rt-app-task05-5.log	175	16190	280000	18190	280000	280000	4	1.4	210	0	0.0	259693	263413	0	58799980
6	1.0	2	0	out-results/apedf/performance/ts_n06_i02_u1.0000.rt-app.d/rt-app-task00-0.log	1366	125707	610000	132324	610000	610000	4	1.4	96	0	0.0	301721	467693	0	58477241
6	1.0	2	1	out-results/apedf/performance/ts_n06_i02_u1.0000.rt-app.d/rt-app-task01-1.log	804	74030	660000	77927	660000	660000	4	1.4	89	0	0.0	291623	584668	0	58462793
6	1.0	2	2	out-results/apedf/performance/ts_n06_i02_u1.0000.rt-app.d/rt-app-task02-2.log	158	14581	460000	16581	460000	460000	4	1.4	128	0	0.0	311815	445065	0	58812148
6	1.0	2	3	out-results/apedf/performance/ts_n06_i02_u1.0000.rt-app.d/rt-app-task03-3.log	152	13987	130000	15987	130000	130000	4	1.4	453	0	0.0	113403	115693	0	58889952
6	1.0	2	4	out-results/apedf/performance/ts_n06_i02_u1.0000.rt-app.d/rt-app-task04-4.log	570	52472	210000	55234	210000	210000	4	1.4	281	0	0.0	139896	156588	0	58995566
6	1.0	2	5	out-results/apedf/performance/ts_n06_i02_u1.0000.rt-app.d/rt-app-task05-5.log	242	22296	100000	24296	100000	100000	5	1.4	590	0	0.0	77068	77210	0	58999951
6	1.0	3	0	out-results/apedf/performance/ts_n06_i03_u1.0000.rt-app.d/rt-app-task00-0.log	929	85512	180000	90013	180000	180000	4	1.4	327	0	0.0	88697	92988	0	58859971
6	1.0	3	1	out-results/apedf/performance/ts_n06_i03_u1.0000.rt-app.d/rt-app-task01-1.log	191	17626	220000	19626	220000	220000	4	1.4	268	0	0.0	114819	201959	0	58872901
6	1.0	3	2	out-results/apedf/performance/ts_n06_i03_u1.0000.rt-app.d/rt-app-task02-2.log	736	67753	580000	71319	580000	580000	4	1.4	101	0	0.0	235131	510995	0	58499967
6	1.0	3	3	out-results/apedf/performance/ts_n06_i03_u1.0000.rt-app.d/rt-app-task03-3.log	201	18578	820000	20578	820000	820000	4	1.4	72	0	0.0	318390	800986	0	58782310
6	1.0	3	4	out-results/apedf/performance/ts_n06_i03_u1.0000.rt-app.d/rt-app-task04-4.log	118	10922	120000	12922	120000	120000	5	1.4	491	0	0.0	108663	108774	0	58919953
6	1.0	3	5	out-results/apedf/performance/ts_n06_i03_u1.0000.rt-app.d/rt-app-task05-5.log	348	32093	220000	34093	220000	220000	4	1.4	268	0	0.0	75712	169256	0	58872918
6	1.0	4	0	out-results/apedf/performance/ts_n06_i04_u1.0000.rt-app.d/rt-app-task00-0.log	357	32877	350000	34877	350000	350000	4	1.4	168	0	0.0	226366	316472	0	58716923
6	1.0	4	1	out-results/apedf/performance/ts_n06_i04_u1.0000.rt-app.d/rt-app-task01-1.log	236	21800	660000	23800	660000	660000	4	1.4	89	0	0.0	446020	637732	0	58591305
6	1.0	4	2	out-results/apedf/performance/ts_n06_i04_u1.0000.rt-app.d/rt-app-task02-2.log	267	24619	620000	26619	620000	620000	4	1.4	95	0	0.0	471273	594861	0	58776457
