num_tasks	util	tset_idx	freq	count	misses	miss_ratio	minslack	maxslack	migrations
6	2.6	6	0	1663	2	0.0012026458208057728	-6940	666980	887
6	2.6	7	0	973	0	0.0	73088	399692	0
6	2.6	8	0	965	0	0.0	104268	422464	0
6	2.6	9	0	1311	0	0.0	21876	299463	286
6	2.7	0	0	1490	1	0.0006711409395973154	-66	765387	0
6	2.7	1	0	1245	0	0.0	61221	501738	0
6	2.7	2	0	1160	0	0.0	5960	544319	550
6	2.7	3	0	1526	0	0.0	42615	316657	0
6	2.7	4	0	1046	0	0.0	98115	597766	0
6	2.7	5	0	1038	0	0.0	66095	1086396	0
6	2.7	6	0	1664	4	0.002403846153846154	-8107	664665	844
6	2.7	7	0	974	0	0.0	70547	507730	0
6	2.7	8	0	966	0	0.0	119720	419683	0
6	2.7	9	0	1311	0	0.0	22934	289618	249
6	2.8	0	0	1490	0	0.0	35222	705967	0
6	2.8	1	0	1245	0	0.0	42485	464506	0
6	2.8	2	0	1160	0	0.0	1778	533260	554
6	2.8	3	0	1526	0	0.0	41507	445324	0
6	2.8	4	0	1046	0	0.0	93463	595408	0
6	2.8	5	0	1038	0	0.0	71825	420547	0
6	2.8	6	0	1663	8	0.004810583283223091	-24066	662367	873
6	2.8	7	0	974	0	0.0	68428	403272	0
6	2.8	8	0	966	0	0.0	34505	364842	0
6	2.8	9	0	1311	0	0.0	22701	279833	221
6	2.9	0	0	1489	0	0.0	42037	812078	0
6	2.9	1	0	1245	0	0.0	53630	474725	0
6	2.9	2	0	1160	0	0.0	7845	522493	619
6	2.9	3	0	1526	0	0.0	38910	319169	0
6	2.9	4	0	1046	0	0.0	90755	593161	0
6	2.9	5	0	1039	0	0.0	45878	426632	0
6	2.9	6	0	1663	14	0.00841852074564041	-26303	660053	884
6	2.9	7	0	974	14	0.014373716632443531	-101593	612173	519
6	2.9	8	0	965	0	0.0	95474	366681	0
6	2.9	9	0	1311	2	0.0015255530129672007	-117254	270075	311
6	3.0	0	0	1489	0	0.0	40435	808748	0
6	3.0	1	0	1245	0	0.0	47883	344219	0
6	3.0	2	0	1159	0	0.0	7655	511504	612
6	3.0	3	0	1526	0	0.0	34341	436378	0
6	3.0	4	0	1045	0	0.0	64850	590798	0
6	3.0	5	0	1038	0	0.0	82592	298837	0
6	3.0	6	0	1662	34	0.02045728038507822	-122334	657678	1002
6	3.0	7	0	974	32	0.03285420944558522	-123116	495266	535
6	3.0	8	0	965	0	0.0	94354	394621	0
6	3.0	9	0	1261	169	0.13402061855670103	-15915240	267374	48
6	3.1	0	0	1490	0	0.0	38147	563513	0
6	3.1	1	0	1245	0	0.0	44226	304542	0
6	3.1	2	0	1160	1	0.0008620689655172414	-18102	500683	638
6	3.1	3	0	1526	0	0.0	37756	199712	0
6	3.1	4	0	1045	0	0.0	87282	588487	0
6	3.1	5	0	1038	0	0.0	76604	281320	0
6	3.1	6	0	1663	93	0.05592303066746843	-154694	655355	925
6	3.1	7	0	974	20	0.02053388090349076	-132284	490868	531
6	3.1	8	0	965	0	0.0	89424	389851	0
6	3.1	9	0	1257	166	0.13206046141607	-16228278	257532	48
6	3.2	0	0	1489	0	0.0	31506	677587	0
6	3.2	1	0	1245	0	0.0	39809	389316	0
6	3.2	2	0	1159	11	0.009490940465918895	-72741	355592	637
6	3.2	3	0	1526	4	0.002621231979030144	-305866	193005	3
6	3.2	4	0	1045	0	0.0	83444	586168	0
6	3.2	5	0	1039	0	0.0	71061	299664	0
6	3.2	6	0	1663	162	0.0974143114852676	-227470	653078	822
6	3.2	7	0	974	49	0.050308008213552365	-139589	486433	499
6	3.2	8	0	965	0	0.0	90742	334824	0
6	3.2	9	0	1311	6	0.004576659038901602	-87658	320717	302
6	3.3	0	0	1433	99	0.06908583391486392	-27801991	632023	16
6	3.3	1	0	1245	0	0.0	29763	353679	0
6	3.3	2	0	1158	5	0.004317789291882556	-47666	337092	641
6	3.3	3	0	1527	4	0.0026195153896529143	-314408	186133	3
6	3.3	4	0	1045	0	0.0	80483	583877	0
6	3.3	5	0	1039	0	0.0	74492	294789	0
6	3.3	6	0	1662	110	0.06618531889290012	-346002	540935	823
6	3.3	7	0	974	43	0.044147843942505136	-147183	482035	550
6	3.3	8	0	965	3	0.0031088082901554403	-289031	332008	3
6	3.3	9	0	1311	136	0.10373760488176964	-1181211	310896	61
6	3.4	0	0	1489	57	0.038280725319006045	-447503	795112	409
6	3.4	1	0	1245	0	0.0	33108	299475	0
6	3.4	2	0	1159	42	0.0362381363244176	-148671	325708	557
6	3.4	3	0	1457	207	0.14207275223061083	-15199451	179328	181
6	3.4	4	0	1045	0	0.0	67145	338940	0
6	3.4	5	0	1039	0	0.0	71225	281422	0
6	3.4	6	0	1662	139	0.08363417569193743	-308868	506485	782
6	3.4	7	0	974	87	0.08932238193018481	-226676	477627	548
6	3.4	8	0	965	0	0.0	85093	273097	0
6	3.4	9	0	1312	8	0.006097560975609756	-105406	301093	228
6	3.5	0	0	1489	52	0.03492276695768973	-278115	701665	379
6	3.5	1	0	1245	0	0.0	29590	298762	0
6	3.5	2	0	1158	98	0.0846286701208981	-205909	323143	567
6	3.5	3	0	1484	106	0.07142857142857142	-17084394	172166	183
6	3.5	4	0	1005	316	0.3144278606965174	-11855410	574241	22
6	3.5	5	0	1038	0	0.0	68263	230348	0
6	3.5	6	0	1662	227	0.1365824308062575	-388458	411008	571
6	3.5	7	0	973	130	0.13360739979445016	-189164	626799	505
6	3.5	8	0	965	0	0.0	60275	274703	0
6	3.5	9	0	1310	138	0.10534351145038168	-2697153	291208	44
6	3.6	0	0	1482	131	0.0883940620782726	-3708606	708984	508
6	3.6	1	0	1245	0	0.0	38787	298112	0
6	3.6	2	0	1143	139	0.1216097987751531	-6387653	320561	523
6	3.6	3	0	1311	174	0.13272311212814644	-37881704	165531	8
6	3.6	4	0	940	151	0.16063829787234044	-26515533	264570	2
6	3.6	5	0	1021	124	0.12144955925563174	-8570671	400110	169
6	3.6	6	0	1662	227	0.1365824308062575	-405765	402601	680
6	3.6	7	0	973	188	0.1932168550873587	-561241	526907	524
6	3.6	8	0	965	1	0.0010362694300518134	-11536	263829	5
6	3.6	9	0	1298	143	0.11016949152542373	-6853229	281402	14
8	1.0	0	0	2112	0	0.0	78378	768768	0
8	1.0	1	0	1236	0	0.0	155171	644467	0
8	1.0	2	0	1826	0	0.0	90291	1047904	0
8	1.0	3	0	1522	0	0.0	127037	695481	0
8	1.0	4	0	1298	0	0.0	116544	971315	0
8	1.0	5	0	1631	0	0.0	147697	628635	0
8	1.0	6	0	1384	0	0.0	169034	635876	0
8	1.0	7	0	2748	0	0.0	52299	1052793	0
8	1.0	8	0	1332	1	0.0007507507507507507	-51	1082157	0
8	1.0	9	0	1950	0	0.0	103841	648143	0
8	1.15	0	0	2112	0	0.0	73619	761331	0
8	1.15	1	0	1235	0	0.0	145882	640348	0
8	1.15	2	0	2425	0	0.0	92570	541431	0
8	1.15	3	0	1522	0	0.0	123733	694506	0
8	1.15	4	0	1297	0	0.0	112907	947238	0
8	1.15	5	0	1765	0	0.0	51371	736967	0
8	1.15	6	0	1384	0	0.0	167154	630476	0
8	1.15	7	0	2746	0	0.0	70710	1049925	0
8	1.15	8	0	1331	1	0.0007513148009015778	-53	1077693	0
8	1.15	9	0	1949	0	0.0	102274	647370	0
8	1.3	0	0	2112	0	0.0	68386	742548	0
8	1.3	1	0	1236	0	0.0	125474	636210	0
8	1.3	2	0	2425	0	0.0	91999	538748	0
8	1.3	3	0	1646	0	0.0	39106	727610	0
8	1.3	4	0	1298	0	0.0	91153	833457	0
8	1.3	5	0	1765	0	0.0	80709	765900	0
8	1.3	6	0	1385	0	0.0	154236	625365	0
8	1.3	7	0	2746	0	0.0	39383	1047054	0
8	1.3	8	0	1331	0	0.0	118278	1073241	0
8	1.3	9	0	1949	0	0.0	102125	637890	0
8	1.45	0	0	2112	0	0.0	51741	512705	0
8	1.45	1	0	1236	0	0.0	147566	863298	0
8	1.45	2	0	2425	0	0.0	83510	536069	0
8	1.45	3	0	1647	0	0.0	38344	724813	0
8	1.45	4	0	1298	0	0.0	82954	907779	0
8	1.45	5	0	1764	0	0.0	86532	742759	0
8	1.45	6	0	1384	0	0.0	148373	620212	0
8	1.45	7	0	2746	0	0.0	51762	1044168	0
8	1.45	8	0	1329	0	0.0	108918	1068912	0
8	1.45	9	0	1949	0	0.0	100953	582962	0
8	1.6	0	0	2112	0	0.0	61410	753583	0
8	1.6	1	0	1237	0	0.0	123184	727760	0
8	1.6	2	0	2425	0	0.0	84293	533372	0
8	1.6	3	0	1646	0	0.0	4898	722003	0
8	1.6	4	0	1298	0	0.0	83997	823888	0
8	1.6	5	0	1764	0	0.0	83007	751841	0
8	1.6	6	0	1384	0	0.0	91930	615060	0
8	1.6	7	0	2747	0	0.0	49850	1041326	0
8	1.6	8	0	2522	0	0.0	44745	669965	0
8	1.6	9	0	1949	0	0.0	99909	568138	0
8	1.75	0	0	2112	0	0.0	57265	721043	0
8	1.75	1	0	1237	0	0.0	113591	699295	0
8	1.75	2	0	2425	0	0.0	71436	530718	0
8	1.75	3	0	1644	0	0.0	68671	524573	0
8	1.75	4	0	1298	0	0.0	56727	948803	0
8	1.75	5	0	1764	0	0.0	84228	698126	0
8	1.75	6	0	1384	0	0.0	65457	609921	0
8	1.75	7	0	2746	0	0.0	27405	1038474	0
8	1.75	8	0	2522	1	0.0003965107057890563	-75	667877	0
8	1.75	9	0	1949	0	0.0	93027	598329	0
8	1.9	0	0	2112	1	0.0004734848484848485	-49	442997	0
8	1.9	1	0	2710	0	0.0	6457	489074	636
8	1.9	2	0	2425	0	0.0	36137	528022	0
8	1.9	3	0	1647	21	0.012750455373406194	-26259	721712	0
8	1.9	4	0	1298	103	0.07935285053929121	-84249	878458	0
8	1.9	5	0	1765	328	0.1858356940509915	-396060	695208	0
8	1.9	6	0	1383	0	0.0	69016	604752	0
8	1.9	7	0	2746	0	0.0	42430	1035569	0
8	1.9	8	0	2523	0	0.0	36054	665828	0
8	1.9	9	0	1949	9	0.004617752693689072	-155619	573818	0
8	2.05	0	0	2112	49	0.023200757575757576	-90753	563093	0
8	2.05	1	0	2686	703	0.26172747580044675	-1038880	482362	430
8	2.05	2	0	2424	0	0.0	25695	501016	0
8	2.05	3	0	1647	179	0.10868245294474803	-103900	718921	0
8	2.05	4	0	1297	169	0.13030069390902083	-343913	858290	0
8	2.05	5	0	1749	1089	0.6226415094339622	-1241847	692270	0
